"","value"
"1",954
"2",765
"3",867
"4",940
"5",913
"6",1014
"7",801
"8",990
"9",712
"10",959
"11",828
"12",965
"13",915
"14",891
"15",991
"16",971
"17",1129
"18",1091
"19",1195
"20",1295
"21",1046
"22",1121
"23",1033
"24",1222
"25",1199
"26",1012
"27",1404
"28",1137
"29",1421
"30",1162
"31",1639
"32",1545
"33",1420
"34",1916
"35",1491
"36",1295
"37",1764
"38",1727
"39",1654
"40",1811
"41",1520
"42",1635
"43",1984
"44",1898
"45",1853
"46",2015
"47",1709
"48",1667
"49",1625
"50",1562
"51",2121
"52",1783
"53",1474
"54",1657
"55",1746
"56",1763
"57",1517
"58",1457
"59",1388
"60",1501
"61",1227
"62",1342
"63",1666
"64",2091
"65",1629
"66",1451
"67",1727
"68",1736
"69",1952
"70",1420
"71",1345
"72",842
"73",1576
"74",1485
"75",1928
"76",2072
"77",1887
"78",2175
"79",2199
"80",1961
"81",2091
"82",1993
"83",1595
"84",1372
"85",1607
"86",1871
"87",2594
"88",1743
"89",2267
"90",2602
"91",2565
"92",2567
"93",2344
"94",2805
