"","value"
"1",329
"2",349
"3",323
"4",324
"5",333
"6",335
"7",321
"8",290
"9",295
"10",297
"11",316
"12",309
"13",310
"14",308
"15",306
"16",294
"17",298
"18",315
"19",302
"20",299
"21",301
"22",294
"23",264
"24",233
"25",311
"26",321
"27",297
"28",297
"29",314
"30",333
"31",326
"32",306
"33",293
"34",276
"35",286
"36",286
"37",298
"38",288
"39",312
"40",295
"41",283
"42",303
"43",338
"44",319
"45",314
"46",298
"47",323
"48",326
"49",317
"50",304
"51",275
"52",290
"53",307
"54",305
"55",312
"56",311
"57",300
"58",304
"59",296
"60",261
"61",321
"62",340
"63",322
"64",284
"65",297
"66",332
"67",336
"68",317
"69",321
"70",313
"71",311
"72",334
"73",339
"74",349
"75",326
"76",345
"77",331
"78",297
"79",318
"80",331
"81",314
"82",293
"83",298
"84",332
"85",330
"86",322
"87",315
"88",307
"89",296
"90",299
"91",322
"92",312
"93",327
"94",318
"95",334
"96",327
"97",310
"98",306
"99",315
"100",341
