"","value"
"1",38.5
"2",42.4
"3",61.5
"4",104.5
"5",166.8
"6",89.7
"7",85.5
"8",97.3
"9",76.7
"10",62
"11",98.3
"12",113.6
"13",51.3
"14",80.1
"15",81.1
"16",69.8
"17",108
"18",143.8
"19",106.3
"20",120.8
"21",149.3
"22",30.9
"23",71.3
"24",111.1
"25",88.4
"26",133.2
"27",131.7
"28",39
"29",68.4
"30",64.7
"31",68.5
"32",179.8
"33",63
"34",134
"35",149
"36",83.9
"37",44.6
"38",71.5
"39",59.4
"40",80.7
"41",69.5
"42",100.9
"43",113.8
"44",61.4
"45",236
"46",82.7
"47",50.7
"48",108.3
"49",64.8
"50",19.6
"51",68.2
"52",66.2
"53",68.8
"54",48.7
"55",34.8
"56",98.6
"57",72.9
"58",83.4
"59",114.5
"60",100.7
"61",34.5
"62",67
"63",49.3
"64",62.9
"65",73.5
"66",9.6
"67",120.2
"68",114.7
"69",61.9
"70",124.1
"71",116.3
"72",74.4
"73",53.3
"74",36.2
"75",56.4
"76",64
"77",84.6
"78",93.2
"79",23.4
"80",55.8
"81",58.2
"82",69.1
"83",133.7
"84",72.2
"85",66.4
"86",133
"87",59.3
"88",67.6
"89",125.8
"90",101.4
"91",144
"92",124.4
"93",118.7
"94",107.3
"95",105.4
"96",151.4
"97",51.3
"98",52
"99",111
"100",81
"101",89.6
"102",76.3
"103",99.6
"104",52
"105",34.9
"106",88.8
"107",91.1
"108",73.6
"109",93.2
"110",66.3
"111",53.2
"112",86.8
"113",55
"114",65.8
"115",204.6
"116",138.4
"117",150.2
"118",80.4
"119",162.3
"120",101.8
"121",111.3
"122",40.9
"123",50.3
"124",114.3
"125",59
"126",102.1
"127",91
"128",42.4
"129",135.8
"130",74.5
"131",61
"132",42.8
"133",84.5
"134",36.3
"135",60.4
"136",86.1
