"","value"
"1",1.18
"2",0.67
"3",1.74
"4",1.29
"5",1.35
"6",1.64
"7",1.35
"8",1.43
"9",1.03
"10",1.19
"11",1.24
"12",1.45
"13",1.22
"14",1.03
"15",0.94
"16",0.65
"17",1.27
"18",1.06
"19",1.35
"20",0.87
"21",0.94
"22",0.85
"23",0.89
"24",0.66
"25",0.72
"26",0.77
"27",1.01
"28",0.43
"29",1.21
"30",0.9
"31",0.87
"32",1.13
"33",1.1
"34",1.02
"35",0.8
"36",1.02
"37",0.84
"38",1.05
"39",1.32
"40",0.79
"41",0.73
"42",1.02
"43",1.55
"44",1.11
"45",1.45
"46",0.93
"47",1.03
"48",0.94
"49",0.92
"50",1.06
"51",1.07
"52",0.58
"53",0.51
"54",1.84
"55",1.3
"56",0.88
"57",1.21
"58",0.78
"59",0.77
"60",1.12
"61",0.44
"62",0.52
"63",0.74
"64",1.27
"65",1.24
"66",0.69
"67",0.75
"68",0.73
"69",0.63
"70",0.65
"71",0.75
"72",0.31
"73",0.3
"74",0.52
