"","value"
"1",1.88
"2",1.55
"3",3.52
"4",2.28
"5",2.75
"6",3.47
"7",3
"8",2.28
"9",1.99
"10",2.51
"11",2.76
"12",4.05
"13",3.69
"14",3.18
"15",2.3
"16",2.19
"17",3.29
"18",2.35
"19",3.32
"20",2.07
"21",2.6
"22",1.84
"23",2.86
"24",2.17
"25",2.21
"26",1.69
"27",2.77
"28",1.51
"29",2.47
"30",2.2
"31",2.6
"32",3.12
"33",3.19
"34",2.6
"35",3.02
"36",2.5
"37",2.48
"38",2.41
"39",3.13
"40",2.65
"41",2.7
"42",1.58
"43",3.54
"44",2.92
"45",3.33
"46",2.73
"47",2.28
"48",2.78
"49",3.08
"50",3
"51",2.94
"52",2.37
"53",1.8
"54",3.19
"55",3.66
"56",2.67
"57",3.47
"58",2.59
"59",2.16
"60",2.83
"61",0.81
"62",2
"63",2.2
"64",2.98
"65",1.76
"66",2.13
"67",2.39
"68",2.6
"69",2.2
"70",1.7
"71",1.86
"72",1.36
"73",1.76
"74",1.43
