"","value"
"1",1.484
"2",1.119
"3",1.057
"4",1.081
"5",1.073
"6",1.195
"7",0.807
"8",0.795
"9",1.232
"10",0.957
"11",0.949
"12",0.803
"13",1.076
"14",1.023
"15",1.223
"16",0.952
"17",0.513
"18",1.043
"19",0.687
"20",0.492
"21",1.274
"22",0.65
"23",0.835
"24",0.876
"25",1.423
"26",0.745
"27",0.827
"28",1.012
"29",0.806
"30",0.998
"31",1.476
"32",0.966
"33",0.824
"34",0.728
"35",1.313
"36",1.409
"37",1.048
"38",1.466
"39",1.621
"40",1.295
"41",1.234
"42",0.824
"43",1.232
"44",1.567
"45",1.148
"46",1.603
"47",0.789
"48",1.165
"49",0.763
"50",0.31
"51",1.036
"52",1.014
"53",1.223
"54",0.966
"55",1
"56",1.024
"57",0.719
"58",0.233
"59",0.763
"60",1.314
"61",1.195
"62",1.316
"63",1.569
"64",1.054
"65",1.281
"66",0.988
"67",0.449
"68",0.607
"69",0.632
"70",1.015
"71",0.899
"72",0.944
"73",0.974
"74",0.857
"75",1.004
"76",1.01
"77",1.138
"78",0.961
"79",0.997
"80",1.111
"81",1.018
"82",1.006
"83",1.483
"84",0.951
"85",0.99
"86",0.993
"87",1.173
"88",1.195
"89",1.102
"90",1.093
"91",1.447
"92",0.486
"93",0.579
"94",0.766
"95",0.686
"96",1.084
"97",1.18
"98",1.295
"99",0.942
"100",1.319
"101",1.072
"102",1.427
"103",0.934
"104",1.072
"105",1.141
"106",1.45
"107",1.185
"108",0.946
"109",0.814
"110",0.983
"111",0.98
"112",0.941
"113",0.996
"114",0.707
"115",0.92
"116",0.753
"117",0.722
"118",1.138
"119",1.063
"120",0.372
"121",0.62
"122",0.691
"123",1.087
"124",0.765
"125",0.921
"126",1.24
"127",1.155
"128",1.197
"129",1.024
"130",0.945
"131",1.075
"132",0.988
"133",1.406
"134",0.856
"135",0.655
"136",1.579
"137",1.515
"138",0.272
"139",0.863
"140",1.239
"141",0.988
"142",0.506
"143",0.887
"144",0.994
"145",0.94
"146",0.917
"147",0.877
"148",0.94
"149",0.862
"150",0.946
"151",0.902
"152",1.197
"153",1.118
"154",1.122
"155",0.913
"156",0.841
"157",0.77
"158",0.91
"159",0.82
"160",0.646
"161",0.948
"162",1.007
"163",1.234
"164",0.777
"165",0.546
"166",0.555
"167",0.976
"168",1.123
"169",1.474
"170",1.313
"171",1.204
"172",1.36
"173",1.193
"174",0.847
"175",1.214
"176",1.267
"177",1.379
"178",1.328
"179",1.017
"180",0.985
"181",0.934
"182",0.963
"183",0.877
"184",0.428
"185",0.812
"186",0.929
"187",0.928
"188",0.947
"189",1.163
"190",0.627
"191",0.634
"192",0.764
"193",0.356
"194",0.514
"195",0.978
"196",1.125
"197",0.831
"198",1.393
"199",1.096
"200",0.965
"201",1.045
"202",0.903
"203",0.584
"204",1.302
"205",1.249
"206",1.048
"207",1.145
"208",1.318
"209",0.998
"210",0.687
"211",1.234
"212",1.702
"213",1.045
"214",0.996
"215",0.597
"216",0.901
"217",0.889
"218",0.916
"219",0.972
"220",0.961
"221",1.025
"222",0.82
"223",1.12
"224",0.844
"225",0.93
"226",1.19
"227",1.196
"228",0.544
"229",0.455
"230",1.04
"231",0.807
"232",0.831
"233",0.805
"234",1.04
"235",1.06
"236",0.712
"237",0.959
"238",1.095
"239",1.369
"240",1.201
"241",1.251
"242",1.177
"243",0.785
"244",0.776
"245",0.942
"246",0.749
"247",0.747
"248",0.819
"249",1.006
"250",0.956
"251",0.887
"252",0.887
"253",0.863
"254",0.98
"255",0.942
"256",1.355
"257",1.053
"258",0.963
"259",1.232
"260",1.176
"261",0.525
"262",0.474
"263",0.717
"264",0.801
"265",0.763
"266",0.99
"267",0.577
"268",0.853
"269",0.977
"270",0.753
"271",0.355
"272",0.322
"273",1.015
"274",1.413
"275",1.292
"276",1.101
"277",0.783
"278",1.291
"279",1.036
"280",0.711
"281",0.677
"282",0.948
"283",1.226
"284",1.182
"285",1.056
"286",1.199
"287",1.28
"288",1.173
"289",1.092
"290",0.615
"291",0.846
"292",1.221
"293",1.058
"294",1.067
"295",1.294
"296",0.717
"297",0.79
"298",0.941
"299",0.798
"300",0.82
"301",0.747
"302",0.945
"303",1.179
"304",1.164
"305",1.338
"306",0.767
"307",0.621
"308",1.033
"309",0.948
"310",0.591
"311",1.004
"312",1.019
"313",0.8
"314",0.885
"315",0.806
"316",0.794
"317",0.935
"318",1.073
"319",1.058
"320",0.905
"321",0.958
"322",1.009
"323",1.106
"324",0.796
"325",0.912
"326",1.278
"327",1.21
"328",0.971
"329",1.363
"330",1.264
"331",0.956
"332",0.875
"333",0.909
"334",0.617
"335",0.964
"336",1.064
"337",0.957
"338",1.349
"339",1.023
"340",1.307
"341",1.521
"342",1.483
"343",1.616
"344",0.454
"345",0.831
"346",1.197
"347",1.616
"348",1.608
"349",1.083
"350",1.159
"351",0.823
"352",1.502
"353",1.652
"354",0.906
"355",1.068
"356",1.132
"357",1.202
"358",0.998
"359",1.096
"360",0.862
"361",0.823
"362",1.122
"363",0.974
"364",0.643
"365",1.228
"366",0.751
"367",0.954
"368",0.72
"369",1.072
"370",1.26
"371",0.87
"372",1.368
"373",1.388
"374",0.866
"375",0.686
"376",0.968
"377",1.455
"378",1.608
"379",0.856
"380",1.428
"381",0.719
"382",0.631
"383",0.597
"384",0.669
"385",0.78
"386",0.956
"387",0.538
"388",1.069
"389",0.872
"390",0.722
"391",0.641
"392",0.774
"393",1.125
"394",1.167
"395",1.024
"396",1.268
"397",1.297
"398",1.279
"399",1.411
"400",0.99
"401",0.431
"402",0.783
"403",0.974
"404",1.25
"405",0.976
"406",1.133
"407",0.992
"408",1.039
"409",1.019
"410",0.884
"411",0.709
"412",0.923
"413",0.518
"414",1.195
"415",0.683
"416",1.347
"417",0.932
"418",0.837
"419",0.487
"420",0.715
"421",0.94
"422",0.981
"423",1.042
"424",0.963
"425",0.875
"426",0.923
"427",1.212
"428",0.709
"429",0.813
"430",0.979
"431",1.077
"432",0.832
"433",0.875
"434",1.185
"435",0.852
"436",0.847
"437",1.107
"438",1.272
"439",0.904
"440",1.056
"441",1.086
"442",1.054
"443",0.662
"444",0.958
"445",1.026
"446",0.716
"447",0.403
"448",1.139
"449",0.871
"450",1.102
"451",0.73
"452",1.2
"453",0.789
"454",1.127
"455",1.21
"456",0.866
"457",1.139
"458",0.861
"459",1.019
"460",1.287
"461",1.065
"462",1.001
"463",0.984
"464",0.865
"465",0.627
"466",0.742
"467",0.983
"468",0.651
"469",0.58
"470",1.062
"471",0.821
