"","value"
"1",0.729
"2",0.856
"3",0.817
"4",0.735
"5",0.529
"6",0.633
"7",0.704
"8",0.723
"9",0.614
"10",0.632
"11",0.679
"12",0.554
"13",0.669
"14",0.865
"15",0.856
"16",0.777
"17",0.757
"18",1.048
"19",1.041
"20",1.3
"21",0.939
"22",1.237
"23",1.22
"24",1.203
"25",1.002
"26",1.085
"27",1.239
"28",1.327
"29",1.368
"30",1.447
"31",1.132
"32",1.072
"33",1.162
"34",1.292
"35",1.464
"36",1.601
"37",1.768
"38",1.521
"39",1.294
"40",1.268
"41",1.48
"42",1.583
"43",1.603
"44",1.695
"45",2.275
"46",2.005
"47",1.622
"48",1.596
"49",1.414
"50",1.4
"51",1.321
"52",1.385
"53",1.401
"54",1.548
"55",1.334
"56",1.752
"57",1.738
"58",1.449
"59",1.518
"60",0.606
"61",1.818
"62",2.072
"63",1.515
"64",1.568
"65",1.27
"66",1.097
"67",1.487
"68",1.197
"69",1.636
"70",1.849
"71",1.869
"72",1.589
"73",1.545
"74",1.725
"75",2.424
"76",2.053
"77",2.264
"78",2.479
"79",2.848
"80",2.725
"81",2.621
"82",2.404
"83",2.069
"84",2.384
"85",2.681
"86",2.385
"87",1.825
"88",0.151
"89",0.104
"90",0.153
"91",0.396
"92",0.424
"93",1.116
"94",1.051
"95",1.736
"96",2.381
"97",2.224
"98",2.14
"99",2.003
"100",1.967
"101",1.22
"102",1.151
"103",1.241
"104",0.711
"105",0.581
"106",0.668
"107",0.535
"108",0.483
"109",0.543
"110",0.207
"111",0.123
"112",0.067
"113",0.096
"114",0.097
"115",0.127
"116",0.187
"117",0.158
"118",0.189
"119",0.371
"120",0.313
"121",0.803
"122",0.869
"123",1.028
"124",1.034
"125",1.445
"126",1.578
"127",1.334
"128",0.96
"129",0.614
"130",0.713
"131",0.684
"132",0.719
"133",0.625
"134",0.823
"135",0.695
"136",0.665
"137",0.47
"138",0.472
"139",0.341
"140",0.509
"141",0.21
"142",0.245
"143",0.178
"144",0.111
"145",0.078
"146",0.18
"147",0.112
"148",0.078
"149",0.217
"150",0.356
"151",0.496
"152",1.02
"153",1.583
"154",1.413
"155",1.559
"156",0.928
"157",0.826
"158",0.686
"159",0.689
"160",0.692
"161",0.695
"162",0.553
"163",0.482
"164",0.738
"165",0.558
"166",0.706
"167",0.819
"168",1.006
"169",0.602
"170",0.455
"171",1.052
"172",0.644
"173",0.832
"174",0.872
"175",0.987
"176",0.499
"177",0.5
"178",0.804
"179",0.389
"180",0.503
"181",0.999
"182",0.429
"183",0.698
"184",0.469
"185",0.825
"186",0.425
"187",0.343
"188",0.497
"189",0.587
"190",0.528
"191",0.501
"192",0.358
"193",0.504
"194",0.633
"195",0.535
"196",0.664
"197",0.466
"198",0.668
"199",0.626
"200",0.729
"201",0.586
"202",0.559
"203",0.52
"204",0.446
"205",0.447
"206",0.842
"207",0.61
"208",0.788
"209",0.775
"210",0.822
"211",0.868
"212",0.989
"213",1.215
"214",1.009
"215",0.922
"216",0.91
"217",0.536
"218",0.585
"219",0.72
"220",0.948
"221",1.568
"222",1.442
"223",1.369
"224",1.082
"225",1.207
"226",1.087
"227",1.136
"228",1.015
"229",1.391
"230",1.425
"231",1.046
"232",1.238
"233",1.049
"234",1.113
"235",0.945
"236",0.922
"237",0.913
"238",0.908
"239",0.745
"240",0.583
"241",0.579
"242",0.615
"243",0.745
"244",0.622
"245",0.789
"246",0.893
"247",0.982
"248",1.044
"249",1.112
"250",0.838
"251",1.055
"252",1.099
"253",1.091
"254",1.065
"255",1.098
"256",1.128
"257",1.361
"258",1.209
"259",0.971
"260",0.993
"261",0.955
"262",0.828
"263",0.684
"264",0.783
"265",0.829
"266",0.815
"267",0.881
"268",1.203
"269",1.119
"270",0.9
"271",1.037
"272",0.911
"273",0.756
"274",0.895
"275",0.861
"276",0.772
"277",1.001
"278",0.852
"279",0.926
"280",0.903
"281",0.928
"282",0.924
"283",0.876
"284",0.876
"285",0.571
"286",0.734
"287",0.94
"288",1.298
"289",0.931
"290",1.167
"291",1.129
"292",1.111
"293",1.096
"294",1.251
"295",1.413
"296",1.34
"297",1.288
"298",1.281
"299",1.43
"300",1.65
"301",1.274
"302",1.469
"303",1.498
"304",1.497
"305",1.238
"306",1.26
"307",1.294
"308",1.21
"309",1.35
"310",1.116
"311",1.001
"312",1.081
"313",1.053
"314",0.983
"315",1.036
"316",1.003
"317",1.039
"318",0.815
"319",0.899
"320",0.888
"321",0.769
"322",0.924
"323",0.799
"324",0.809
"325",0.524
"326",0.866
"327",0.69
"328",0.751
"329",0.741
"330",0.735
"331",0.877
"332",0.901
"333",0.577
"334",0.64
"335",0.711
"336",0.936
"337",0.687
"338",0.97
"339",0.933
"340",1.052
"341",1.018
"342",1.063
"343",1.015
"344",0.918
"345",0.791
"346",0.846
"347",1.036
"348",0.961
"349",0.434
"350",0.72
"351",0.771
"352",0.745
"353",0.834
"354",0.905
"355",0.985
"356",0.934
"357",0.934
"358",1.029
"359",1.123
"360",1.295
"361",1.05
"362",0.972
"363",1.083
"364",1.088
"365",1.261
"366",1.135
"367",1.046
"368",1.299
"369",1.46
"370",1.257
"371",1.283
"372",1.487
"373",1.247
"374",1.254
"375",1.223
"376",1.206
"377",1.028
"378",1.184
"379",1.218
"380",1.235
"381",1.095
"382",1.523
"383",1.212
"384",1.327
"385",0.915
"386",1.016
"387",0.95
"388",0.98
"389",0.905
"390",0.875
"391",1.013
"392",1.017
"393",1.144
"394",1.061
"395",1.078
"396",1.165
"397",1.185
"398",0.798
"399",0.801
"400",0.948
"401",0.954
"402",0.897
"403",0.956
"404",1.008
"405",1.182
"406",1.206
"407",0.967
"408",0.932
"409",1.175
"410",0.921
"411",0.918
"412",1.012
"413",0.92
"414",0.808
"415",1.096
"416",0.837
"417",0.986
"418",0.923
"419",1.073
"420",1.106
"421",1.327
"422",1.046
"423",1.089
"424",1.262
"425",1.064
"426",0.981
"427",0.99
"428",0.984
"429",1.171
"430",0.891
"431",0.811
"432",0.984
"433",0.713
"434",0.564
"435",0.801
"436",0.747
"437",0.79
"438",0.752
"439",0.642
"440",0.856
"441",0.785
"442",0.812
"443",0.912
"444",1.11
"445",1.158
"446",1.124
"447",1.173
"448",1.186
"449",1.363
"450",1.429
"451",1.43
"452",1.251
"453",1.263
"454",1.095
"455",1.001
"456",0.963
"457",0.945
"458",0.995
"459",0.91
"460",0.84
"461",0.86
"462",0.727
"463",0.82
"464",0.851
"465",0.946
