timestamp,value
0,-0.0165955990594852
1,0.2004993637286625
2,0.20903986933841637
3,0.4144570142659147
4,0.5171364304558957
5,0.625574500140307
6,0.7462690366504816
7,0.8601186695969774
8,0.9304100111412875
9,0.9954516873958091
10,0.983838902880659
11,1.0247322406744896
12,0.8919469662414571
13,0.966630011466557
14,0.7144945130145327
15,0.741200283222228
16,0.5712462127658986
17,0.46572846542869717
18,0.23709438209399425
19,0.09605476285720674
20,0.06014891373510746
21,-0.06278214989635122
22,-0.3463321587430987
23,-0.41552597660568386
24,-0.5125074218332654
25,-0.628185448485778
26,-0.8920081521009917
27,-0.9831955675417914
28,-1.0170904323822398
29,-0.912059839909255
30,-1.08033063323339
31,-1.0034668155941273
32,-0.8594786102650532
33,-0.8843734671937645
34,-0.7706415715848529
35,-0.744003654985335
36,-0.5504850667561566
37,-0.3870653653600724
38,-0.40535933890610926
39,-0.10640560205123759
40,0.0977722177812987
41,0.2060675959161985
42,0.2651057927878282
43,0.5118463654298443
44,0.5084304536080013
45,0.6966854864217283
46,0.8907360949935663
47,0.8497293538631036
48,0.9086115840124233
49,0.9136940550187932
50,0.9038733915740594
51,1.023455447183116
52,0.8933821394951654
53,0.8441158560628128
54,0.8073316262310153
55,0.6177792902099644
56,0.6026087733908759
57,0.38333621472070833
58,0.3268781017556046
59,0.19638613704441832
60,-0.07953311423443447
61,-0.1736232674763177
62,-0.27013696282939803
63,-0.4711546458341651
64,-0.6777945605032554
65,-0.6999275000034456
66,-0.7762580653309895
67,-0.8880287017767056
68,-0.8621375650969907
69,-0.9703773324947392
70,-0.9193196169424233
71,-1.0601933997658903
72,-1.023201246845002
73,-0.8295282664464629
74,-0.829481626977841
75,-0.7740359417631619
76,-0.5022835362132667
77,-0.4844373277904451
78,-0.2588545737477168
79,-0.11123486797014193
80,0.07666121824116148
81,0.18116890645135303
82,0.3592054811804144
83,0.42377016813511403
84,0.5417708306454779
85,0.7862840248257612
86,0.7946352323492061
87,0.9839745336180443
88,0.983744815858843
89,1.0120274846369621
90,0.922949194590675
91,1.0775861923365522
92,0.9410389429911419
93,0.906684447065794
94,0.790644354927204
95,0.6545121772351541
96,0.6684611564049243
97,0.4687263970740037
98,0.2095910597811798
99,0.17986344776437713
100,-0.03467101964558016
101,-0.1510228445887093
102,-0.2318285745127902
103,-0.4825365477390455
104,-0.5060782221085127
105,-0.6824347580281871
106,-0.9058527458056369
107,-0.8051190774396149
108,-0.9128771327917686
109,-0.8882237705048417
110,-1.0655318983309343
111,-1.0602611906693624
112,-0.864537423687721
113,-0.8516428918903878
114,-0.8958169598305343
115,-0.6560141706660554
116,-0.5370100146002245
117,-0.36938559263024995
118,-0.2667120426492554
119,-0.23158027264579956
120,-0.09602397323204162
121,0.06167666241577485
122,0.21467829197910732
123,0.4032327132601545
124,0.65979084202905
125,0.7148729940548781
126,0.8195813901120991
127,0.9594127026602882
128,0.8758911793191355
129,0.9435250763973657
130,1.0171518542916576
131,1.0816074902590729
132,0.9632625601462959
133,0.7947359820629564
134,0.8691435289110723
135,0.6537016359547527
136,0.6492062914162297
137,0.4315626285523811
138,0.3817253652868323
139,0.2058587935876695
140,0.011248046798084634
141,-0.2291434199080939
142,-0.39703345647250254
143,-0.5297218085913977
144,-0.6788748765835202
145,-0.785607955365329
146,-0.863875126653377
147,-0.8484087281118317
148,-0.9391131198843248
149,-1.0851771445633145
150,-1.0856051440621026
151,-0.8942330745950836
152,-0.9374364239111654
153,-0.9503478772561698
154,-0.8585518454608823
155,-0.6583416103715302
156,-0.6486993560706101
157,-0.4377187142848953
158,-0.2150129965572876
159,-0.08706870474222565
160,-0.05203044817048375
161,0.15518840789397678
162,0.33300813805122415
163,0.5197866796495808
164,0.5191435312216892
165,0.6108220216220294
166,0.7230214231187903
167,0.8882755463757733
168,0.9723224086258194
169,1.001458628012434
170,0.9634724818644321
171,1.0854115714776278
172,0.9670055601443133
173,0.867034758713078
174,0.8192066381985285
175,0.7561736673678493
176,0.6216318309831109
177,0.40697441127210887
178,0.2222839612606351
179,0.1304513046230541
180,0.025943501404314
181,-0.21439966305726274
182,-0.2584658836271819
183,-0.540683203468722
184,-0.6357222325767641
185,-0.6461558684378783
186,-0.8703301378502822
187,-0.8631143480123789
188,-0.9461224544704064
189,-0.9027267465152675
190,-1.0473406459025778
191,-1.0744961224583334
192,-0.9040433236374201
193,-0.8365709182797186
194,-0.7274538238742423
195,-0.6207123673471815
196,-0.6849949376973548
197,-0.507118082515263
198,-0.28566132297461877
199,-0.06663120090270966
