timestamp,value
0,1.9834044009405147
1,2.2104993637286623
2,2.2290398693384166
3,2.4444570142659146
4,2.557136430455896
5,2.675574500140307
6,2.8062690366504817
7,2.930118669596977
8,3.0104100111412877
9,3.085451687395809
10,3.083838902880659
11,3.1347322406744897
12,3.011946966241457
13,3.096630011466557
14,2.854494513014533
15,2.891200283222228
16,2.7312462127658987
17,2.635728465428697
18,2.4170943820939943
19,2.2860547628572068
20,2.2601489137351076
21,2.1472178501036487
22,1.8736678412569012
23,1.814474023394316
24,1.7274925781667347
25,1.621814551514222
26,1.367991847899008
27,1.2868044324582086
28,1.2629095676177602
29,1.3779401600907448
30,1.21966936676661
31,1.3065331844058727
32,1.4605213897349467
33,1.4456265328062357
34,1.5693584284151474
35,1.605996345014665
36,1.8095149332438432
37,1.9829346346399275
38,1.9746406610938907
39,2.2835943979487623
40,2.4977722177812987
41,2.6160675959161988
42,2.685105792787828
43,2.9418463654298446
44,2.9484304536080015
45,3.146685486421729
46,3.3507360949935667
47,3.319729353863104
48,3.3886115840124234
49,3.4036940550187937
50,3.4038733915740593
51,3.5334554471831163
52,3.4133821394951656
53,3.3741158560628124
54,3.347331626231015
55,3.167779290209965
56,3.162608773390876
57,2.953336214720708
58,2.9068781017556047
59,2.7863861370444183
60,2.5204668857655657
61,2.4363767325236823
62,2.349863037170602
63,2.158845354165835
64,1.9622054394967448
65,1.9500724999965544
66,1.8837419346690107
67,1.7819712982232945
68,1.8178624349030095
69,1.719622667505261
70,1.7806803830575766
71,1.6498066002341099
72,1.6967987531549982
73,1.900471733553537
74,1.910518373022159
75,1.9759640582368383
76,2.2577164637867337
77,2.2855626722095552
78,2.521145426252283
79,2.678765132029858
80,2.8766612182411615
81,2.991168906451353
82,3.1792054811804142
83,3.253770168135114
84,3.3817708306454777
85,3.6362840248257613
86,3.654635232349206
87,3.8539745336180444
88,3.863744815858843
89,3.9020274846369625
90,3.822949194590675
91,3.9875861923365528
92,3.861038942991142
93,3.836684447065794
94,3.730644354927204
95,3.6045121772351547
96,3.6284611564049243
97,3.438726397074004
98,3.1895910597811796
99,3.169863447764377
100,2.9653289803544194
101,2.8589771554112904
102,2.7881714254872096
103,2.5474634522609545
104,2.5339217778914875
105,2.367565241971813
106,2.1541472541943634
107,2.264880922560385
108,2.1671228672082314
109,2.2017762294951586
110,2.0344681016690656
111,2.0497388093306377
112,2.2554625763122793
113,2.2783571081096126
114,2.2441830401694656
115,2.4939858293339445
116,2.6229899853997756
117,2.80061440736975
118,2.913287957350745
119,2.9584197273542
120,3.1039760267679584
121,3.271676662415775
122,3.4346782919791075
123,3.6332327132601545
124,3.8997908420290504
125,3.964872994054878
126,4.079581390112099
127,4.229412702660289
128,4.155891179319135
129,4.233525076397365
130,4.317151854291658
131,4.391607490259073
132,4.283262560146296
133,4.1247359820629566
134,4.209143528911072
135,4.003701635954753
136,4.00920629141623
137,3.8015626285523814
138,3.761725365286832
139,3.5958587935876696
140,3.411248046798085
141,3.180856580091906
142,3.0229665435274975
143,2.900278191408602
144,2.7611251234164795
145,2.6643920446346714
146,2.596124873346623
147,2.6215912718881684
148,2.540886880115675
149,2.4048228554366853
150,2.414394855937897
151,2.6157669254049165
152,2.582563576088835
153,2.5796521227438305
154,2.681448154539118
155,2.8916583896284695
156,2.91130064392939
157,3.132281285715105
158,3.3649870034427125
159,3.5029312952577745
160,3.5479695518295165
161,3.7651884078939766
162,3.9530081380512243
163,4.149786679649581
164,4.159143531221689
165,4.26082202162203
166,4.38302142311879
167,4.558275546375773
168,4.652322408625819
169,4.691458628012434
170,4.663472481864432
171,4.7954115714776275
172,4.687005560144313
173,4.597034758713078
174,4.559206638198528
175,4.506173667367849
176,4.381631830983111
177,4.176974411272109
178,4.002283961260635
179,3.9204513046230542
180,3.825943501404314
181,3.595600336942737
182,3.561534116372818
183,3.289316796531278
184,3.2042777674232363
185,3.2038441315621218
186,2.989669862149718
187,3.0068856519876213
188,2.933877545529594
189,2.9872732534847324
190,2.8526593540974226
191,2.8355038775416666
192,3.01595667636258
193,3.093429081720281
194,3.2125461761257577
195,3.3292876326528185
196,3.275005062302645
197,3.462881917484737
198,3.694338677025381
199,3.9233687990972905
